Sufijo,Número,frec_afijada,frec_pseudoafijada,count_afijada,count_pseudoafijada,prop_frec_afij,prop_count_afij
 uda ,plural ,0.0,32.0,0.0,4.0,0.0,0.0
 uda ,singular ,15.0,5104.0,3.0,35.0,0.0029302598163703846,0.07894736842105263
 udo ,Total,80.0,1447.0,12.0,39.0,0.05239030779305828,0.23529411764705882
 udo ,plural ,14.0,9.0,4.0,2.0,0.6086956521739131,0.6666666666666666
 udo ,singular ,66.0,1438.0,8.0,37.0,0.043882978723404256,0.17777777777777778
 uela ,Total,131.0,2493.0,24.0,35.0,0.04992378048780488,0.4067796610169492
 uela ,plural ,23.0,3.0,6.0,2.0,0.8846153846153846,0.75
 uela ,singular ,108.0,2490.0,18.0,33.0,0.04157043879907621,0.35294117647058826
 uelo ,Total,82.0,5172.0,20.0,35.0,0.015607156452226875,0.36363636363636365
 uelo ,plural ,2.0,2.0,1.0,2.0,0.5,0.3333333333333333
 uelo ,singular ,80.0,5170.0,19.0,33.0,0.015238095238095238,0.36538461538461536
 umbre ,Total,39.0,576.0,5.0,11.0,0.06341463414634146,0.3125
 umbre ,singular ,39.0,576.0,5.0,11.0,0.06341463414634146,0.3125
 ura ,Total,3711.0,11214.0,94.0,157.0,0.24864321608040202,0.3745019920318725
 ura ,plural ,507.0,394.0,14.0,38.0,0.562708102108768,0.2692307692307692
 ura ,singular ,3204.0,10820.0,80.0,119.0,0.2284654877353109,0.4020100502512563
 urgia ,Total,44.0,0.0,5.0,0.0,1.0,1.0
 urgia ,singular ,44.0,0.0,5.0,0.0,1.0,1.0
 urgo ,Total,15.0,8.0,3.0,2.0,0.6521739130434783,0.6
 urgo ,singular ,15.0,8.0,3.0,2.0,0.6521739130434783,0.6
 uro ,Total,66.0,7293.0,12.0,43.0,0.008968609865470852,0.21818181818181817
 uro ,plural ,0.0,10.0,0.0,5.0,0.0,0.0
 uro ,singular ,66.0,7283.0,12.0,38.0,0.008980813716151857,0.24
 uzca ,Total,0.0,1.0,0.0,1.0,0.0,0.0
 uzca ,singular ,0.0,1.0,0.0,1.0,0.0,0.0
 zca ,Total,0.0,20.0,0.0,1.0,0.0,0.0
 zca ,singular ,0.0,20.0,0.0,1.0,0.0,0.0
 zco ,Total,0.0,51.0,0.0,5.0,0.0,0.0
 zco ,singular ,0.0,51.0,0.0,5.0,0.0,0.0
 zoo ,Total,4.0,16.0,2.0,2.0,0.2,0.5
 zoo ,singular ,4.0,16.0,2.0,2.0,0.2,0.5
 án ,Total,819.0,3652.0,7.0,123.0,0.18318049653321405,0.05384615384615385
 án ,plural ,0.0,454.0,0.0,26.0,0.0,0.0
 án ,singular ,819.0,3198.0,7.0,97.0,0.20388349514563106,0.0673076923076923
 ía ,Total,551.0,7376.0,54.0,77.0,0.06950927210798537,0.4122137404580153
 ía ,plural ,551.0,7376.0,54.0,77.0,0.06950927210798537,0.4122137404580153
 ín ,Total,553.0,2049.0,84.0,113.0,0.21252882398155265,0.4263959390862944
 ín ,plural ,5.0,639.0,5.0,44.0,0.007763975155279503,0.10204081632653061
 ín ,singular ,548.0,1410.0,79.0,69.0,0.27987742594484166,0.5337837837837838
 ío ,Total,74.0,1133.0,11.0,29.0,0.061309030654515324,0.275
 ío ,plural ,74.0,1133.0,11.0,29.0,0.061309030654515324,0.275
 ón ,Total,3163.0,51369.0,350.0,1471.0,0.05800264065136067,0.19220208676551345
 ón ,plural ,209.0,22877.0,64.0,893.0,0.009053105778393833,0.06687565308254964
 ón ,singular ,2954.0,28492.0,286.0,578.0,0.09393881574763085,0.33101851851851855
aje,Total,1149.0,0.0,39.0,0.0,1.0,1.0
aje,singular ,1149.0,0.0,39.0,0.0,1.0,1.0
dumbre,Total,332.0,0.0,9.0,0.0,1.0,1.0
dumbre,singular ,332.0,0.0,9.0,0.0,1.0,1.0
icia,Total,21.0,0.0,2.0,0.0,1.0,1.0
icia,plural ,21.0,0.0,2.0,0.0,1.0,1.0
ito,Total,1.0,0.0,1.0,0.0,1.0,1.0
ito,plural ,1.0,0.0,1.0,0.0,1.0,1.0
ma,Total,0.0,32.0,0.0,1.0,0.0,0.0
ma,singular ,0.0,32.0,0.0,1.0,0.0,0.0
ncia,Total,5222.0,0.0,179.0,0.0,1.0,1.0
ncia,plural ,5222.0,0.0,179.0,0.0,1.0,1.0
o,Total,4636.0,0.0,231.0,0.0,1.0,1.0
o,plural ,60.0,0.0,29.0,0.0,1.0,1.0
o,singular ,4576.0,0.0,202.0,0.0,1.0,1.0
oma,Total,138.0,0.0,18.0,0.0,1.0,1.0
oma,plural ,4.0,0.0,2.0,0.0,1.0,1.0
oma,singular ,134.0,0.0,16.0,0.0,1.0,1.0
tor,Total,3985.0,0.0,67.0,0.0,1.0,1.0
tor,plural ,8.0,0.0,3.0,0.0,1.0,1.0
tor,singular ,3977.0,0.0,64.0,0.0,1.0,1.0
tora,Total,516.0,0.0,32.0,0.0,1.0,1.0
tora,singular ,516.0,0.0,32.0,0.0,1.0,1.0
tura,Total,1148.0,0.0,30.0,0.0,1.0,1.0
tura,plural ,23.0,0.0,2.0,0.0,1.0,1.0
tura,singular ,1125.0,0.0,28.0,0.0,1.0,1.0
ía,Total,809.0,0.0,72.0,0.0,1.0,1.0
ía,plural ,14.0,0.0,12.0,0.0,1.0,1.0
ía,singular ,795.0,0.0,60.0,0.0,1.0,1.0
